"Tom Selleck","1945-1-29"," Actor (Magnum PI)"
"Ann Jillian","1951-1-29"," in Cambridge Mass"
"Oprah Winfrey","1953-1-29"," Actress and TV host (The Color Purple)"
"Judy Norton-Taylor","1958-1-29"," in Santa Monica - Cal (Waltons)"
"Gregory Louganis","1960-1-29"," champion diver"
"Franklin D Roosevelt","1882-1-30"," 32nd Pres (1933-1945) in New Hyde Park NY"
"Boris III","1894-1-30"," tsar of Bulgaria (1918-43)"
"Barbara Tuchman","1912-1-30"," historian and author (The Guns of August)"
"David Wayne","1914-1-30"," Actor"
"Barbara Hale","1922-1-30"," in Dekalb Ill"
"Dick Martin","1922-1-30"," Actor and comedian (Laugh-In)"
"Dorothy Malone","1925-1-30"," Actress (At Gunpoint! and Night & Day) in Chic"
"Harold Prince","1928-1-30"," stage producer"
"Gene Hackman","1931-1-30"," Actor (Bonnie & Clyde and Under Fire)"
"Tammy Grimes","1936-1-30"," in Lynn Mass"
"Boris Spassky","1937-1-30"," of USSR--world chess champion (1969-72)"
"Vanessa Redgrave","1937-1-30"," Actress (Blow-Up and Julia and Orient Express) in London"
"Franz Schubert","1797-1-31"," composer (Unfinished Symphony)"
"James G Blaine","1830-1-31"," 'Plumed Knight'"
"Zane Gray","1872-1-31"," American West novelist"
"Irving Langmuir","1881-1-31"," physical chemist/colloid researcher (Nobel '32)"
"Eddie Cantor","1892-1-31"," comedian"
"Alva Myrdal","1902-1-31"," Swedish pacifist (Nobel 1981)"
"Don Hutson","1913-1-31"," NFL end (Packers)"
"Wayne Millner","1913-1-31"," NFL end (Boston/Washington Redskins)"
"Jersey Joe Walcott","1914-1-31"," heavyweight boxing champ (1951-52)"
"Jackie Robinson","1919-1-31"," 1st black major league baseball player"
"Carol Channing","1923-1-31"," in Seattle Wash - Diamonds are her best friend"
"Joanne Dru","1923-1-31"," in West Virginia"
"Normal Mailer","1923-1-31"," novelist and NYC mayoral candidate (Naked & the Dead)"
"Jean Simmons","1929-1-31"," Actress in London"
"Rudolf Mossbauer","1929-1-31"," German physicist (Nobel 1961)"
"Suzanne Pleshette","1937-1-31"," Actress (The Birds and Bob Newhart Show) in NYC"
"Beatrix Wilhelmina Armgard","1938-1-31"," )"
"James G Watt","1938-1-31"," former sect of interior"
"Jessica Walters","1944-1-31"," in NYC"
"Nolan Ryan","1947-1-31"," baseball player"
"Shirley Babashoff","1957-1-31"," US Olympic swimmer"
"Auguste Blanqui","1805-2-1"," French revolutionary workers' leader"
"Victor Herbert","1859-2-1"," composer"
"Louis St. Laurent","1882-2-1","(L) 12th Canadian prime minister (1948-57)"
"Clark Gable","1901-2-1"," didn't give a damn about Scarlet O'Hara"
"Langston Hughes","1902-2-1"," poet & translator (The Weary Blues)"
"S.J. Perelman","1904-2-1"," author & humorist"
"Sir Stanley Matthews","1915-2-1"," 1st British soccer player to be knighted"
"Muriel Spark","1918-2-1"," Scottish novelist"
"Vladimir V. Aksyonov","1935-2-1"," Soviet cosmonaut (Soyuz 22 & T-2)"
"Lisa Marie Presley","1968-2-1"," (Elvis' daughter)"
"Talleyrand","1754-2-2"," French statesman & diplomat"
"Havelock Ellis","1859-2-2"," American physician & sex researcher"
"Fritz Kreisler","1875-2-2"," Austrian virtuoso violinist & composer"
"James Joyce","1882-2-2"," Irish novelist & poet (Dubliners & Ulysses)"
"George S. Halas (Papa Bear)","1895-2-2"," end & coach for Chicago Bears"
"Jascha Heifetz","1901-2-2"," violin virtuoso"
"Dr. An Wang","1920-2-2"," founder of Wang Laboratories"
"James Dickey","1923-2-2"," writer"
"Valery Giscard d'Estaing","1926-2-2"," president of France (1974-81)"
"Elaine Stritch","1928-2-2"," Actress"
"Martina Arroyo","1937-2-2"," Opera singer"
"Tom Smothers","1937-2-2"," comedian"
"Tricia Nixon Cox","1946-2-2"," daughter of Richard Milhaus (or 0221)"
"Farrah Fawcett-Major","1947-2-2"," in Texas--Charlie's Angels"
"Felix Mendelssohn-Bartholdy","1809-2-3"," composer"
"Horace Greeley","1811-2-3"," editor (told young men to go west)"
"Elizabeth Blackwell","1821-2-3"," 1st woman to get MD from a US Medical school"
"Robert Cecil","1830-2-3"," Marquess of Salisbury (C) & British P.M. (1885-1902)"
"Sidney Lanier","1842-2-3"," poet"
"Gertrude Stein","1874-2-3"," beloved by Hemmingway"
"Norman Rockwell","1894-2-3"," artist (Saturday Evening Post covers)"
"James A. Mitchner","1907-2-3"," U.S. writer (South Pacific & Hawaii & Space)"
"Joey Bishop","1918-2-3"," comedian"
"Shelley Berman","1926-2-3"," comedian"
"Peggy Ann Garner","1932-2-3"," in Canton Ohio"
"Fran Tarkenton","1940-2-3"," NFL quarterback (Minnesota Vikings)"
"Blythe Danner","1943-2-3"," in Philadelphia"
"Bridget Handley","1944-2-3"," in Budapest"
"Melanie (Safka)","1947-2-3"," singer & songwriter"
"Morgan Fairchild","1950-2-3"," in Dallas Texas"
"Ludwig Prandtl","1875-2-4"," German physicist & father of aerodynamics"
"Charles A. Lindbergh","1902-2-4"," (Lucky Lindy) 1st to fly solo across Atlantic"
"Clyde Tombaugh","1906-2-4"," discoverer of Pluto"
"Erich Leinsdorf","1912-2-4"," musical conductor (or 0203)"
"Ida Lupino","1918-2-4"," Actress"
"Betty Friedan","1921-2-4"," feminist & writer (The Feminine Mystique)"
"Conrad Bain","1923-2-4"," Actor"
"Isabel Peron","1931-2-4"," Argentine president"
"Martti Talvela","1935-2-4"," Finnish operatic basso"
"Cheryl Miller","1943-2-4"," in Sherman Oaks"
"Florence LaRue","1944-2-4"," in Gordon Pennsylvania & one of 5th Dimension"
"Alice Cooper","1948-2-4"," singer"
"Pamela Franklin","1950-2-4","Pamela Franklin"
"Lisa Eichhorn","1952-2-4","Lisa Eichhorn"
"Lawrence Taylor","1959-2-4"," NY Giants linebacker"
"Pamela Ferdin","1960-2-4","Pamela Ferdin"
"John Witherspoon","1723-2-5"," clergyman & signer of Declaration of Independence"
"John Jeffries","1744-2-5"," colonial physician & meteorologist"
"Sir Robert Peel","1778-2-5"," (C) British P.M. (1834-46) & founder of Tories"
"Evangelist Dwight Lyman Moody","1837-2-5","Evangelist Dwight Lyman Moody"
"John Boyd Dunlop","1840-2-5"," developed pneumatic rubber tire"
"Belle Starr","1848-2-5"," of the wild west"
"Andre-Gustave Citron","1878-2-5"," French auto maker"
"Adlai Stevenson","1900-2-5"," (D) Ill gov & pres candidate"
"John Carradine","1906-2-5"," Actor"
"Norton Simon","1907-2-5"," business executive"
"William Burroughs","1914-2-5"," U.S. novelist (Naked Lunch)"
"Red Buttons","1919-2-5"," comedian/Actor"
"Arthur Ochs Sulzberger","1926-2-5"," publisher (NY Times)"
"Hank Aaron","1934-2-5"," baseball player (record 755 HR's)"
"Jane Bryant Quinn","1939-2-5"," newscaster"
"Charlotte Rampling","1946-2-5"," in England"
"Barbara Hershey","1948-2-5"," in Atlanta Georgia"
"Elizabeth Swados","1951-2-5"," American composer & playwright"
"Toyotomi Hideyoshi","1637-2-6"," unifier of Japan"
"Queen Anne of England","1665-2-6"," (1702-14)"
"Aaron Burr","1756-2-6"," (D-R) 3rd US VP (1801-05) & dueler"
"George Herman (Babe) Ruth","1885-2-6"," baseball great"
"Louis Nizer","1902-2-6"," lawyer & author"
"Ronald Reagan","1911-2-6"," (R) Actor & 40th US pres (1981-89)"
"Zsa Zsa Gabor","1919-2-6"," in Budapest"
"Rip Torn","1931-2-6"," Actor"
"Francois Truffaut","1932-2-6"," French director (Jules & Jim & Fahrenheit 451)"
"Mamie Van Doren","1933-2-6"," in Rowena SD"
"Tom Brokaw","1940-2-6"," newscaster (NBC)"
"Fabian","1943-2-6"," singer"
"Bob Marley","1945-2-6"," reggae musician"
"Barbara Hancock","1948-2-6"," in Atlanta"
"Natalie Cole","1950-2-6"," in Los Angeles"
"Sir Thomas More","1478-2-7"," lawyer & lord chancellor of England & saint"
"John Deere","1804-2-7"," pioneer manufacturer of agricultural implements"
"Charles Dickens","1812-2-7"," novelist (Oliver Twist & Tale of Two Cities)"
"Frederick Douglas","1817-2-7"," 1st black to hold high rank in US government"
"William Higgins","1824-2-7","""
"Alfred Adler","1870-2-7"," Austrian psychiatrist"
"Godfrey H. Hardy","1877-2-7"," English number theorist"
"Eubie Blake","1883-2-7"," composer (I'm Just Wild About Harry & Memories of You)"
"Sinclair Lewis","1885-2-7"," novelist & social critic (Main Street) (Nobel 1930)"
"Ulf Svante von Euler","1905-2-7"," Swedish physiologist (Nobel 1970)"
"Buster Crabbe","1908-2-7"," Olympic swimmer & Actor (Flash Gordon & Buck Rogers)"
"Eddie Bracken","1920-2-7"," Actor"
"Alfred M. Worden","1932-2-7"," U.S. astronaut (Apollo 15)"
"Samuel Butler","1612-2-8"," English poet & satirist (Hudibras)"
"John Ruskin","1819-2-8"," writer & critic & artist & Gothic Revivalist"
"William Tecumseh Sherman","1820-2-8"," Civil War general ("War is hell")"
"Jules Verne","1828-2-8"," in France--pioneered sci-fi (From the Earth to the Moon)"
"Dame Edith Evans","1885-2-8","Dame Edith Evans"
"Chester F Carlson","1906-2-8"," invented xerography (xeroxing)"
"Gypsy Rose Lee","1914-2-8"," in Seattle Washington & the stripper"
"Lana Turner","1920-2-8"," Actress in Wallace Idaho"
"Jack Lemmon","1925-2-8"," Actor (Days of Wine & Roses & Missing)"
"James Dean","1931-2-8"," stage & film Actor (Giant & Rebel Without a Cause)"
"Ted Koppel","1940-2-8"," newscaster (ABC)"
"Brook Adams","1949-2-8"," Actress"
"Gary Coleman","1968-2-8"," Actor"
"William Henry Harrison","1773-2-9"," 9th President (March 4-April 4 1841)"
"George Ade","1866-2-9"," American journalist & playwright & humorist"
"Amy Lowell","1874-2-9"," American critic & Imagist poet (Patterns)"
"Dean Rusk","1909-2-9"," former Sec of State"
"Bill Veeck","1914-2-9"," baseball club owner"
"Carmen Miranda","1914-2-9"," singer"
"Ernest Tubb","1914-2-9"," singer (I'm Walking the Floor over You)"
"Brendan Behan","1923-2-9"," Irish author (The Hostage)"
"Kathryn Grayson","1923-2-9","Kathryn Grayson"
"Roger Mudd","1928-2-9"," newscaster"
"Carole King","1942-2-9"," in Brooklyn NY singing about her tapestry"
"Mia Farrow","1945-2-9"," Actress (Rosemary's Baby) LA"
"Andrew N. Meltzoff","1950-2-9"," developmental psychologist"
"Judith Light","1950-2-9"," in Trenton NJ - Who's the Boss"
"Charles Lamb","1775-2-10"," English critic & poet & essayist"
"William Allen White","1868-2-10"," editor"
"Boris Pasternak","1890-2-10"," Russian novelist & poet (Dr. Zhivago) (Nobel 1958)"
"Jimmy Durante","1893-2-10"," comedian"
"William (Bill) Tilden","1893-2-10"," tennis player"
"Harold Macmillan","1894-2-10"," (C) British Prime Minister (1957-63)"
"Bertolt Brecht","1898-2-10"," German playwright (Mother Courage)"
"Dame Judith Anderson","1898-2-10"," Actress"
"Dominique Pire","1910-2-10"," Belgian educator & aided WW II refugees (Nobel 1958)"
"Larry Adler","1914-2-10"," Actor"
"Harold Hughes","1922-2-10"," ex-Governor of New Jersey"
"Neva Patterson","1922-2-10","Neva Patterson"
"Cesare Siepi","1923-2-10"," Italian basso"
"Leontyne Price","1927-2-10"," operatic soprano"
"Robert Wagner","1930-2-10"," Actor (Hart to Hart)"
"Singer Roberta Flack","1939-2-10"," in North Carolina"
"Peter Allen","1944-2-10"," singer"
"Mark Spitz","1950-2-10"," U.S. Olympic swimmer"
"Melville Weston Fuller","1833-2-11"," 8th chief justice & U.S. Supreme Court"
"J. Willard Gibbs","1839-2-11"," theoretical physicist & chemist"
"Thomas Alva Edison","1847-2-11"," NJ lit up your life (held 1200 patents)"
"Leo Szilard","1898-2-11"," Hungarian physicist & A-bomb worker & peace activist"
"Sir Keith Holyoake","1904-2-11"," New Zealand prime minister (1960-72)"
"Joseph L. Mankiewicz","1909-2-11"," film writer & director"
"Max Baer","1909-2-11"," boxer"
"Eva Gabor","1921-2-11"," Budapest & Actress (Green Acres)"
"Lloyd Bentsen","1921-2-11","(D) U.S. senator from Texas"
"Dr Virginia E. Johnson","1925-2-11"," sexologist (of Masters & Johnson)"
"Kim Stanley","1925-2-11"," Actress in New Mexico"
"Mary Quant","1934-2-11"," in England"
"Tina Louise","1934-2-11"," NYC & Actress (Gilligan's Island)"
"Burt Reynolds","1936-2-11"," Actor (Deliverance & The End & Smokey & the Bandit)"
"Sergio Mendes","1941-2-11"," jazz musician (Brazil 66 & 77 & 88)"
"Thaddeus Kosciusko","1746-2-12"," Polish patriot"
"Louisa Catherine Johnson Adams","1775-2-12"," wife of John Quincy Adams"
"Abraham Lincoln","1809-2-12"," 16th U.S. president (1861-65)"
"Charles Darwin","1809-2-12"," England"
"John L. Lewis","1880-2-12"," leader of United Mine Workers of America"
"General of Army Omar Bradley","1893-2-12"," 'GI General'"
"Lorne Greene","1915-2-12"," Actor (Ben Cartwright on Bonanza) in Canada"
"Forrest Tucker","1919-2-12"," Actor"
"Franco Zefferelli","1923-2-12"," motion picture director"
"Joe Garagiola","1926-2-12"," baseball player & announcer"
"Bill Russell","1934-2-12"," basketball player & coach"
"Joe Don Baker","1936-2-12"," Actor"
"Judy Blume","1938-2-12"," author"
"Maud Adams","1945-2-12"," Actress in Sweden"
"Catherine Howard","1542-2-13"," 5th wife of Henry VIII"
"Giovanni Battista Piazzetta","1682-2-13"," Venetian painter"
"Talleyrand","1764-2-13"," in France--statesman"
"D Field","1805-2-13"," lawyer whose advocacy of law codification had intl effects"
"David Dudley Field","1805-2-13"," lawyer & law codifier"
"Peter Dirichlet","1805-2-13"," German number theorist & analysist"
"Randolph Churchill","1849-2-13"," English politician & father of William"
"Bess Truman","1885-2-13"," married to President Harry Truman"
"Ricardo Guiraldes","1886-2-13"," Argentine novelist & poet (Don Segundo Sombra)"
"Grant Wood","1892-2-13"," painted American Gothic"
"Georges Simenon","1903-2-13"," Belgian mystery writer (The Snow Was Black)"
"Tennessee Ernie Ford","1919-2-13"," singer"
"Eileen Farrell","1920-2-13"," in Willimantic Conn"
"Dorothy McGuirre","1931-2-13"," of McGuirre sisters"
"Emanuel Ungaro","1933-2-13"," fashion designer"
"George Segal","1936-2-13"," Actor & banjo player"
"Sigmund J„hn","1937-2-13"," 1st German space traveler (on board Soyuz 31)"
"Valeri I. Rozhdestvensky","1939-2-13"," Soviet cosmonaut (Soyuz 23)"
"Carol Lynley","1942-2-13"," Actress born in NYC"
"Stockard Channing","1944-2-13"," in New York"
"Thomas Malthus","1766-2-14"," population expert"
"Frank Harris","1856-2-14"," English journalist & writer (My Life & Loves)"
"George Washington Ferris","1859-2-14"," engineer invented Ferris Wheel"
"Benny Kubelski","1894-2-14"," Oh Rochester!"
"Edmund George Love","1912-2-14"," American teacher & historian & author"
"James Pike","1913-2-14"," bishop"
"Jimmy Hoffa","1913-2-14"," Teamsters leader who disappeared"
"Mel Allen","1913-2-14"," voice of the Yankees"
"Phyllis McGuirre","1931-2-14"," of McGuirre sisters"
"Florence Henderson","1934-2-14"," in Indiana -- keeps Brady Bunch in line"
"Carl Bernstein","1944-2-14"," investigative reporter (Watergate)"
"Pham Tuan","1947-2-14"," 1st Vietnamese space traveler (on board Soyuz 37)"
"Ewa Aulin","1949-2-14","Ewa Aulin"
"Babur","1483-2-15"," founder of Mughal dynasty in India (1526-30)"
"Philipp Melanchthon","1497-2-15"," German Protestant reformer"
"Pedro Menendez de Aviles","1519-2-15"," explored Florida & founded St. Augustine"
"Galileo Galilei","1564-2-15"," astronomer in Pisa -- Italy"
"Louis XV","1710-2-15"," king of France (1710-74)"
"Abraham Clark","1726-2-15"," farmer/lawyer & signer of Declaration of Independence"
"Jeremy Bentham","1748-2-15"," Utilitarian philosopher & economist"
"Henry Engelhard Steinway","1797-2-15"," piano maker"
"John Augustus Sutter","1803-2-15"," of gold rush fame"
"Cyrus Hall McCormick","1809-2-15"," inventor"
"Susan B Anthony","1820-2-15"," Woman's suffragette"
"Elihu Root","1845-2-15"," U.S. secretary of state (Nobel Peace Prize 1912)"
"Alfred North Whitehead","1861-2-15"," mathematician & philosopher"
"John Barrymore","1882-2-15"," Actor (or 0215)"
"Christmas Humphreys","1901-2-15"," British lawyer & writer & Buddhist"
"Cesar Romero","1907-2-15"," Actor (Ocean's 11)"
"Leonard Woodcock","1911-2-15"," labor leader"
"Kevin McCarthy","1914-2-15"," Actor (Invasion of the Body Snatchers & Howling)"
"Harvey Korman","1927-2-15"," Actor (Carol Burnett Show & Blazing Saddles)"
"James Schlesinger","1929-2-15"," former U.S. secretary of defense"
"Claire Bloom","1931-2-15"," Actress (Charly Look Back in Anger) in London England"
"Susan Brownmiller","1933-2-15","Susan Brownmiller"
"Niklaus Wirth","1934-2-15"," Swiss computer programmer & inventor of PASCAL"
"Florinda Bolkan","1943-2-15","Florinda Bolkan"
"Alexander A. Serebrov","1944-2-15"," Soviet cosmonaut (Soyuz T-7 & T-8)"
"Marisa Berenson","1947-2-15"," in New York"
"Jane Seymour","1951-2-15"," in Middlesex England -- Actress (East of Eden & Lassiter)"
"Melissa Manchester","1951-2-15"," singer in Bronx NY"
"Henry Wilson","1812-2-16"," 18th VP (1873-75)"
"Henry Adams","1838-2-16"," historian"
"G.M. Trevelyan","1876-2-16"," historian"
"Robert Flaherty","1884-2-16"," father of documentary film (Nanook of the North)"
"Writer Van Wyck Brooks","1886-2-16","Writer Van Wyck Brooks"
"Ivor Armstrong Richards","1893-2-16"," English literary critic"
"Wayne King","1901-2-16"," saxophonist & band leader (the Waltz King)"
"Edgar Bergen","1903-2-16"," talks to wood"
"Jeffrey Lynn","1909-2-16"," Actor"
"Hal Porter","1911-2-16"," Australian writer (The Tilted Cross & The Paper Chase)"
"Patty Andrews","1920-2-16"," singer -- Andrews Sisters in Minneapolis"
"Sonny Bono","1940-2-16"," singer"
"John McEnroe","1959-2-16"," tennis player"
"Tobias Mayer","1723-2-17"," "method of lunars" for longitude determination"
"Raphael Peale","1774-2-17"," American painter"
"Rene-Theophile-Hyacinthe Laennec","1781-2-17"," invented stethoscope"
"A Montgomery Ward","1844-2-17"," found mail-order a nice business"
"Samuel Sidney McClure","1857-2-17"," Irish-American newspaper editor & publisher"
"Thomas J. Watson Sr.","1874-2-17"," founder of IBM"
"Otto Stern","1888-2-17"," physicist (Nobel 1943)"
"Marian Anderson","1902-2-17"," operatic contralto"
"Red (Walter L) Barber","1908-2-17"," sports announcer"
"Margaret Truman","1924-2-17"," daughter of Harry S"
"Hal Holbrook","1925-2-17"," Actor"
"Chaim Potok","1929-2-17"," novelist"
"Alan Bates","1934-2-17"," Actor (Zorba the Greek)"
"Jim Brown","1936-2-17"," NFL fullback (Cleveland Browns)"
"Huey Newton","1942-2-17"," Black Panther leader"
"Pat Morrow","1945-2-17"," in Los Angeles - Peyton Place"
"Dodie Stevens","1947-2-17","Dodie Stevens"
"Queen Mary I","1516-2-18"," (Bloody Mary) (1553-58) -- 1st reigning queen of GB"
"Alessandro G. A. Anastasio Volta","1745-2-18"," Count--invented battery"
"George Peabody","1795-2-18"," American merchant & philanthropist"
"Louis Comfort Tiffany","1848-2-18"," glassmaker"
"Sholem Aleichem (Solomon Rabinowitz)","1859-2-18"," author (Jewish Mark Twain)"
"Wendell Wilke","1892-2-18"," presidential candidate"
"Andres Segovia","1894-2-18"," guitarist"
"Wallace Stegner","1909-2-18"," novelist & critic"
